Category,Item,Variant / Protein Option,Serving,PRICE,Ingredients (Detailed Grams per Serving),Protein (g),Carbs (g),Fat (g),Fiber (g),Sugar (g),Sodium (mg),Description,Modifier Group 1 (Spice Level / Options),Modifier Group 2 (Sides Choice),Add-On Options
Wraps,Grilled Shrimp Wrap,,Standard,30,"Tortilla Wrap (50g), Grilled Shrimp (70g), Lettuce (20g), Tomato (15g), Cheese (15g), Dynamite Sauce (20g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Juicy grilled shrimp with cheese and creamy dynamite sauce,,,
Wraps,Beef Steak Wrap,,Standard,30,"Tortilla Wrap (50g), Beef Steak Strips (70g), Bell Peppers (15g), Onions (15g), Cheese (20g), Creamy Sauce (20g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Tender beef steak with cheese and creamy sauce in a soft wrap,,,
Wraps,Slim Turkey Wrap,,Standard,20,"Tortilla Wrap (50g), Turkey Breast (50g), Omelet (30g), Lettuce (20g), Tomato (15g), Cheese (15g), Light Mayo (15g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,"Light turkey wrap with omelet, cheese and creamy sauce",,,No Add-Ons
Wraps,Patty Wrap,,Standard,30,"Tortilla Wrap (50g), Beef Patty (70g), Lettuce (15g), Tomato (15g), Onion (10g), Cheese (20g), Ketchup (15g), Mustard (5g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Juicy beef patty with cheese and creamy sauce in a soft wrap,,,
Breakfast,Shakshuka,,Standard,20,"Eggs (100g, 2 eggs), Tomato Sauce (100g: Crushed Tomatoes, Onion, Garlic, Bell Pepper), Bell Peppers (20g), Onion (15g), Garlic (5g), Olive Oil (10g), Salt (2g), Paprika (2g), Cumin (2g), Chili (1g)",0,0,0,0,0,0,Shakshuka,,,
Breakfast,Crepe con la Salsa,,Standard,28,"Crepe (80g: Flour, Milk, Eggs, Butter), Salsa (50g: Tomato, Onion, Chili, Cilantro), Cheese (20g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Crepe served with sauce,,,
Breakfast,Fruit Dosa,,Standard,30,"Dosa Batter (120g: Rice, Urad Dal), Mixed Fruits (50g: Banana, Apple, Berries), Honey (10g), Ghee (5g)",0,0,0,0,0,0,Fruit dosa,,,
Breakfast,Smoothie Bowl,,Standard,35,"Acai or Smoothie Base (100g), Banana (30g), Berries (30g), Granola (20g), Chia Seeds (5g), Coconut Flakes (5g), Honey (5g)",0,0,0,0,0,0,Smoothie bowl,,,
Breakfast,Smoked Salmon Sandwich,,Standard,25,"Bread (50g), Smoked Salmon (60g), Cream Cheese (20g), Cucumber (15g), Red Onion (10g), Capers (5g), Dill (2g), Salt (1g), Pepper (1g)",0,0,0,0,0,0,Smoked salmon sandwich,,,
Breakfast,Acai w Mango,,Standard,35,"Acai Puree (80g), Mango Chunks (40g), Granola (20g), Banana (20g), Honey (5g)",0,0,0,0,0,0,Acai bowl with mango,,,
Breakfast,Acai w Coconut and Banana,,Standard,32,"Acai Puree (80g), Banana (40g), Coconut Flakes (15g), Granola (20g), Honey (5g)",0,0,0,0,0,0,Acai bowl with coconut and banana,,,
Breakfast,Acai w Peanut Butter,,Standard,35,"Acai Puree (80g), Banana (30g), Peanut Butter (15g), Granola (20g), Honey (5g), Chia Seeds (5g)",0,0,0,0,0,0,Acai bowl with peanut butter,,,
Breakfast,French Toast,,Standard,25,"Bread (80g, 2 slices), Eggs (50g, 1 egg), Milk (30ml), Butter (10g), Cinnamon (2g), Vanilla (2g), Salt (1g), Honey/Syrup (15g)",0,0,0,0,0,0,Golden French toast served with a lightly sweet finish,,,
Breakfast,Balaleet w Egg,,Standard,25,"Vermicelli (60g), Eggs (50g, 1 egg), Sugar (15g), Cardamom (2g), Saffron (1g), Rose Water (5g), Ghee (10g), Salt (1g)",0,0,0,0,0,0,Traditional sweet balaleet served with egg,,,
Breakfast,Acai w Fruits & Granola,,Standard,30,"Acai Puree (70g), Mixed Fruits (40g: Banana, Strawberry, Blueberry), Granola (30g), Honey (10g), Chia Seeds (5g)",0,0,0,0,0,0,Creamy acai bowl topped with fresh fruits and crunchy granola,,,
Breakfast,Pancakes w Berries & Honey,,Standard,25,"Pancake Batter (100g: Flour, Milk, Eggs, Baking Powder), Berries (30g), Honey (20g), Butter (10g)",0,0,0,0,0,0,Fluffy pancakes topped with berries and honey,Chocolate / Honey,,
Breakfast,Egg Omelet w Spinach & Mushroom,,Standard,25,"Eggs (100g, 2 eggs), Spinach (30g), Mushrooms (30g), Onion (10g), Olive Oil (10g), Salt (2g), Pepper (2g), Cheese (15g)",0,0,0,0,0,0,Egg omelet with fresh spinach and mushrooms,,,
Breakfast,Oatmeal,,Standard,15,"Rolled Oats (50g), Milk or Water (150ml), Banana (20g), Berries (15g), Honey (10g), Salt (1g)",0,0,0,0,0,0,Warm creamy oatmeal prepared for a wholesome breakfast,Chocolate / Peanut Butter,,
Breakfast,Waffles,,Standard,25,"Waffle Batter (100g: Flour, Milk, Eggs, Butter, Baking Powder), Butter (10g), Honey/Syrup (15g), Berries (15g)",0,0,0,0,0,0,Golden fluffy waffles served with a lightly sweet finish,,,
Breakfast,Greek Yogurt,,Standard,20,"Greek Yogurt (180g), Honey (10g), Berries (15g), Granola (10g)",0,0,0,0,0,0,Creamy Greek yogurt served fresh,,,
Desserts,Brownies Cake,,Slice,10,"Brownie (120g: Flour, Sugar, Butter, Eggs, Cocoa, Chocolate Chips), Salt (1g)",0,0,0,0,0,0,Brownie cake slice,,,
Desserts,Lemon Cake,,Slice,10,"Lemon Cake (120g: Flour, Sugar, Butter, Eggs, Lemon Zest, Lemon Juice), Icing Sugar (5g)",0,0,0,0,0,0,Lemon cake slice,,,
Desserts,Date Cake,,Slice,10,"Date Cake (120g: Flour, Dates, Butter, Eggs, Sugar, Walnuts, Cinnamon), Salt (1g)",0,0,0,0,0,0,Date cake slice,,,
Desserts,Carrot Cake,,Slice,10,"Carrot Cake (120g: Flour, Carrots, Sugar, Oil, Eggs, Walnuts, Cinnamon), Cream Cheese Frosting (20g)",0,0,0,0,0,0,Carrot cake slice,,,
Desserts,Cheese Cake,,Slice,30,"Cheesecake (130g: Cream Cheese, Sugar, Eggs, Butter, Graham Cracker Crust), Berries (10g)",0,0,0,0,0,0,Cheesecake slice,,,
Rice & Sides,White Rice,,150g,8,"White Rice (150g, Cooked), Salt (1g)",0,0,0,0,0,0,Fluffy steamed white rice,,,
Rice & Sides,Brown Rice,,150g,10,"Brown Rice (150g, Cooked), Salt (1g)",0,0,0,0,0,0,Nutty and wholesome brown rice,,,
Rice & Sides,Red Rice,,150g,8,"Red Rice (150g, Cooked), Salt (1g)",0,0,0,0,0,0,"Nutty, hearty red rice",,,No Add-Ons
Rice & Sides,Yellow Rice,,150g,8,"White Rice (140g, Cooked), Turmeric (2g), Saffron (1g), Salt (1g), Ghee (5g), Cumin (1g)",0,0,0,0,0,0,Fragrant seasoned yellow rice,,,
Rice & Sides,Beetroot Rice,,150g,10,"White Rice (135g, Cooked), Beetroot Puree (15g), Salt (1g), Garlic (1g), Olive Oil (2g)",0,0,0,0,0,0,Vibrant beetroot-infused rice,,,
Rice & Sides,French Fries,,150g,12,"Potatoes (150g), Vegetable Oil (for frying, 10g absorbed), Salt (2g)",0,0,0,0,0,0,Crispy golden French fries,,,
Rice & Sides,Mashed Potato,,150g,10,"Potatoes (150g, Boiled), Butter (10g), Milk (20ml), Salt (2g), Pepper (1g)",0,0,0,0,0,0,"Creamy, smooth mashed potato",,,No Add-Ons
Rice & Sides,Grilled Potato,,150g,10,"Potatoes (140g), Olive Oil (5g), Salt (2g), Black Pepper (2g), Paprika (2g), Garlic Powder (1g)",0,0,0,0,0,0,Golden grilled potato wedges,,,
Rice & Sides,Sweet Potato,,150g,10,"Sweet Potato (150g), Olive Oil (3g), Salt (1g), Cinnamon (1g), Black Pepper (1g)",0,0,0,0,0,0,Naturally sweet roasted sweet potato,,,
Rice & Sides,Cooked Vegetables,,150g,10,"Broccoli (40g), Carrots (30g), Zucchini (30g), Bell Peppers (25g), Green Beans (25g), Olive Oil (5g), Salt (2g), Pepper (2g), Garlic (2g)",0,0,0,0,0,0,Fresh mixed seasonal vegetables,,,
Rice & Sides,Cooked Quinoa,,150g,10,"Quinoa (150g, Cooked), Salt (1g), Olive Oil (3g)",0,0,0,0,0,0,"Fluffy, protein-rich cooked quinoa",,,No Add-Ons
Smoothies & Juices,Mango Banana Walnut,,320ml,20,"Mango (80g), Banana (60g), Walnuts (20g), Milk/Yogurt (100ml), Ice (60g), Honey (5g)",0,0,0,0,0,0,"Creamy smoothie blended with mango, banana and walnuts",,,No Add-Ons
Smoothies & Juices,Blueberry Banana Greek Yogurt,,320ml,20,"Blueberries (60g), Banana (60g), Greek Yogurt (100g), Milk (40ml), Ice (50g), Honey (5g)",0,0,0,0,0,0,"Creamy smoothie blended with blueberries, banana and Greek yogurt",,,No Add-Ons
Smoothies & Juices,Strawberry Banana Greek Yogurt,,320ml,30,"Strawberries (60g), Banana (60g), Greek Yogurt (100g), Milk (40ml), Ice (50g), Honey (5g)",0,0,0,0,0,0,"Creamy smoothie blended with strawberries, banana and Greek yogurt",,,No Add-Ons
Smoothies & Juices,Banana Milk & Walnut Juice,,320ml,15,"Banana (80g), Milk (150ml), Walnuts (25g), Ice (60g), Honey (5g), Vanilla (2g)",0,0,0,0,0,0,Creamy banana and milk smoothie with walnuts,,,
Smoothies & Juices,Carrot & Ginger Juice,,320ml,15,"Carrots (150g), Ginger (15g), Water (100ml), Ice (50g), Lemon Juice (5g)",0,0,0,0,0,0,Fresh carrot juice blended with ginger,,,
Smoothies & Juices,Kiwi Juice,,320ml,20,"Kiwi (150g), Water (100ml), Ice (60g), Sugar/Honey (10g)",0,0,0,0,0,0,Refreshing fresh kiwi juice,,,
Smoothies & Juices,Lime & Mint Juice,,320ml,15,"Lime Juice (60ml), Mint Leaves (10g), Water (150ml), Ice (80g), Sugar/Honey (20g)",0,0,0,0,0,0,Refreshing lime and mint juice,,,
Smoothies & Juices,Green Apple Juice,,320ml,20,"Green Apples (150g), Water (100ml), Ice (60g), Lemon Juice (5g), Sugar (10g)",0,0,0,0,0,0,Fresh green apple juice,,,
Smoothies & Juices,Pineapple Juice,,320ml,20,"Pineapple (160g), Water (100ml), Ice (60g), Lime Juice (5g), Sugar (10g)",0,0,0,0,0,0,Refreshing fresh pineapple juice,,,
Smoothies & Juices,Strawberry & Melon Juice,,320ml,20,"Strawberries (70g), Melon (80g), Water (100ml), Ice (60g), Sugar (10g)",0,0,0,0,0,0,Refreshing strawberry and melon juice,,,
Smoothies & Juices,Carrot Juice,,320ml,15,"Carrots (180g), Water (100ml), Ice (40g), Sugar (10g)",0,0,0,0,0,0,Fresh natural carrot juice,,,
Smoothies & Juices,Beetroot Lemon & Ginger Juice,,320ml,15,"Beetroot (100g), Lemon Juice (30ml), Ginger (10g), Water (120ml), Ice (50g)",0,0,0,0,0,0,Refreshing beetroot juice with lemon and ginger,,,
Smoothies & Juices,Avocado & Banana Shake,,320ml,20,"Avocado (70g), Banana (70g), Milk (120ml), Ice (50g), Honey (10g)",0,0,0,0,0,0,Creamy avocado and banana shake,,,
Smoothies & Juices,Chocolate Protein Shake,,320ml,20,"Milk (150ml), Chocolate Protein Powder (30g), Banana (50g), Peanut Butter (15g), Ice (60g), Cocoa Powder (5g)",0,0,0,0,0,0,Rich chocolate protein shake,,,
Smoothies & Juices,Avocado Banana Pistachio Protein Shake,,320ml,20,"Avocado (60g), Banana (60g), Protein Powder (30g), Pistachios (15g), Milk (120ml), Ice (50g), Honey (5g)",0,0,0,0,0,0,Creamy avocado and banana protein shake with pistachios,,,
Smoothies & Juices,Mixed Berries Walnut Protein Shake,,320ml,20,"Mixed Berries (80g), Protein Powder (30g), Walnuts (15g), Milk (120ml), Ice (50g), Honey (5g)",0,0,0,0,0,0,Mixed berry protein shake with walnuts,,,
Smoothies & Juices,Banana Strawberry Juice,,320ml,15,"Banana (80g), Strawberries (80g), Milk (100ml), Ice (60g), Honey (5g)",0,0,0,0,0,0,Banana and strawberry drink,,,
Smoothies & Juices,Orange Juice,,320ml,15,"Oranges (250g), Ice (50g), Water (20ml), Sugar (5g, optional)",0,0,0,0,0,0,Fresh orange juice,,,
Smoothies & Juices,Strawberry and Lemon Juice,,320ml,15,"Strawberries (100g), Lemon Juice (40ml), Water (120ml), Ice (60g), Sugar (15g), Mint (2g)",0,0,0,0,0,0,Strawberry and lemon juice,,,
Drinks,Water,,500ml,1,Water (500ml),0,0,0,0,0,0,Refreshing bottled water,,,
Drinks,Coke Zero,,225ml,4,"Carbonated Water (225ml), Caramel Color, Phosphoric Acid, Aspartame, Potassium Benzoate, Natural Flavors",0,0,0,0,0,0,Zero-sugar cola soft drink,,,
Drinks,7Up Zero,,225ml,4,"Carbonated Water (225ml), Citric Acid, Natural Flavors, Aspartame, Potassium Citrate",0,0,0,0,0,0,Zero-sugar lemon-lime soft drink,,,
Drinks,Pepsi Zero,,225ml,4,"Carbonated Water (225ml), Caramel Color, Phosphoric Acid, Aspartame, Caffeine, Natural Flavors",0,0,0,0,0,0,Zero-sugar cola soft drink,,,
Drinks,Mountain Dew Zero,,225ml,4,"Carbonated Water (225ml), Citric Acid, Natural Flavors, Aspartame, Potassium Citrate, Caffeine",0,0,0,0,0,0,Zero-sugar citrus soft drink,,,
Vegetable Meal,Spinach Paneer,Paneer,300g,25,"Paneer (100g), Spinach (80g), Onion (30g), Tomato Puree (30g), Cream (25g), Butter (15g), Garlic (5g), Ginger (5g), Cumin (2g), Turmeric (1g), Chili (2g), Salt (3g)",0,0,0,0,0,0,Creamy spinach and paneer curry,Mild / Medium / Spicy,—,
Vegetable Meal,BBQ Paneer,Paneer,300g,25,"Paneer (100g), BBQ Sauce (60g: Ketchup, Brown Sugar, Vinegar, Spices), Bell Peppers (40g), Onion (30g), Olive Oil (15g), Salt (2g), Pepper (2g)",0,0,0,0,0,0,Paneer grilled with smoky BBQ seasoning,Mild / Medium / Spicy,—,
Vegetable Meal,Okra Curry,With Rice,400g,15,"Okra (100g), Basmati Rice (150g), Onion (40g), Tomato (40g), Olive Oil (15g), Garlic (5g), Cumin (2g), Coriander (2g), Turmeric (1g), Chili (2g), Salt (3g), Water (100g for cooking rice)",0,0,0,0,0,0,Traditional curry served with rice,Mild / Medium / Spicy,Add Basmati Rice,
Vegetable Meal,Mixed Vegetables & Red Kidney Beans,Veg / Beans,300g,20,"Red Kidney Beans (60g, cooked), Mixed Vegetables (80g: Cauliflower, Carrots, Peas, Beans), Onion (30g), Tomato Puree (30g), Olive Oil (10g), Garlic (5g), Cumin (2g), Coriander (2g), Turmeric (1g), Chili (1g), Salt (3g)",0,0,0,0,0,0,Mixed vegetables and red kidney beans,Mild / Medium / Spicy,—,
Vegetable Meal,Mushroom Broccoli Rice,Veg Rice,250g,20,"Brown/White Rice (100g, cooked), Broccoli (50g), Mushrooms (40g), Onion (15g), Soy Sauce (10g), Olive Oil (10g), Garlic (5g), Salt (2g), Pepper (2g)",0,0,0,0,0,0,Savory rice cooked with mixed vegetables,Non-Spicy,—,
